filename,title,index,category,question,question_eng
생계지원_25.html,보금자리론,219,생계지원,'주택구입자금 대출' 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the '주택구입자금 대출' service?
생계지원_28.html,주거안정 월세대출,222,생계지원,"주거안정 월세대출을 받을 수 있는 대상은 누구이며, 대출 내용은 어떻게 되나요?",Who is eligible for the 주거안정 월세대출 and what are the loan details?
생계지원_31.html,전세자금 보증,225,생계지원,전세 보증 서비스를 받을 수 있는 대상은 누구이며 어떤 내용을 보장하나요?,Who is eligible for the security deposit guarantee service and what does it cover?
생계지원_34.html,가사·간병 방문 지원사업,228,생계지원,"가사·간병 서비스를 받을 수 있는 대상은 누구이며, 서비스 내용은 무엇인가요?",Who is eligible for the Home Care and Nursing Services and what are the contents of the service?
생계지원_37.html,통합문화이용권(문화누리카드),231,생계지원,문화누리카드는 누구에게 지원되며 어떤 용도로 사용할 수 있나요?,Who is eligible for the 문화누리카드 and what can it be used for?
생계지원_40.html,서민금융진흥원 소액보험(한부모가정의료보험),234,생계지원,한부모가정의료보험은 어떤 서비스인가요?,What is the 한부모가정의료보험 service about?
임신보육지원_02.html,고위험 임산부 의료비 지원,237,임신보육지원,고위험 임산부 의료비 지원 서비스는 누구에게 지원이 가능하며 어떤 내용을 포함하고 있나요?,Who is eligible for the high-risk pregnant women medical expense support service and what does it cover?
임신보육지원_05.html,임신부 인플루엔자 국가예방접종 지원,240,임신보육지원,임신부를 위한 서비스의 대상과 내용은 무엇인가요?,What is the target and content of the service for pregnant women?
임신보육지원_08.html,요양비,243,임신보육지원,"출산비 지원 서비스를 받을 수 있는 대상은 누구이며, 지원액은 얼마인가요?",Who is eligible for the 출산비 지원 service and what is the amount of support provided?
임신보육지원_11.html,건강보험 임신·출산 진료비,246,임신보육지원,건강보험 임신·출산 진료비 지원 서비스의 대상과 내용은 무엇인가요?,What is the target and contents of the 건강보험 임신·출산 진료비 지원 service?
임신보육지원_14.html,입양 숙려기간 모자지원,249,임신보육지원,"지원 대상은 누구이며, 지원되는 서비스와 금액은 어떻게 되나요?",Who is eligible for the support and what are the supported services and amounts?
임신보육지원_17.html,고용보험 미적용자 출산급여 지원,252,임신보육지원,고용보험 가입자가 아닌 사람들을 위한 출산급여 지원의 대상은 누구인가요?,Who is eligible for the support for childbirth allowance for non-employment insurance beneficiaries?
임신보육지원_20.html,육아기 근로시간 단축 지원,255,임신보육지원,육아 중인 근로자를 위한 근로시간 단축 지원 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the 육아 중인 근로자를 위한 근로시간 단축 지원 service?
임신보육지원_23.html,직장어린이집 설치 지원,258,임신보육지원,직장어린이집 설치비 지원의 대상은 누구이며 어떤 내용을 포함하나요?,Who is eligible for the workplace childcare center installation support and what does it cover?
임신보육지원_26.html,가정양육수당 지원,261,임신보육지원,'가정에서 영유아 양육비 지원' 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the '가정에서 영유아 양육비 지원' service?
임신보육지원_29.html,청소년부모 아동양육비 지원,264,임신보육지원,"청소년부모 아동양육비 지원 서비스의 대상은 누구이며, 아동당 월 지원금은 얼마인가요?",Who is eligible for the 청소년부모 아동양육비 지원 service and what is the amount of monthly support per child?
임신보육지원_32.html,시간제 보육 지원,267,임신보육지원,시간제 보육 서비스의 대상과 내용은 무엇인가요?,What is the target and contents of the 시간제 보육 서비스?
임신보육지원_35.html,육아종합지원센터,270,임신보육지원,육아를 도와주는 센터의 대상과 내용은 무엇인가요?,What is the target and contents of the 육아를 도와주는 센터?
임신보육지원_38.html,선천성대사 이상 검사 및 환아관리,273,임신보육지원,'선천성대사 이상 검사와 환아 관리' 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the service for '선천성대사 이상 검사와 환아 관리'?
임신보육지원_41.html,조산아 및 저체중출생아 본인부담금 경감,276,임신보육지원,조산아와 저체중출생아 본인부담금 경감 서비스의 대상과 내용은 무엇인가요?,What is the target and contents of the 조산아와 저체중출생아 본인부담금 경감 서비스?
임신보육지원_44.html,취학전 아동 실명 예방,279,임신보육지원,취학 전 아동을 위한 눈 건강 예방 서비스의 대상과 내용은 무엇인가요?,What is the target and content of the service for preventing vision problems in pre-school children?
임신보육지원_47.html,어린이 불소 도포,282,임신보육지원,어린이 치아우식증 예방 서비스의 대상은 누구이며 내용은 무엇인가요?,Who are the target beneficiaries and what are the contents of the service for preventing dental caries in children?
임신보육지원_50.html,지역아동센터 지원,285,임신보육지원,지역아동센터의 돌봄 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the childcare service provided by the local child center?
장애인지원_02.html,장애인 서비스지원 종합조사 신청,288,장애인지원,장애인 서비스지원 종합조사 신청하기 서비스의 대상과 내용은 무엇인가요?,What is the target and contents of the 장애인 서비스지원 종합조사 신청하기 service?
장애인지원_05.html,장애인연금,291,장애인지원,장애인연금을 받을 수 있는 대상은 누구이며 어떤 혜택을 제공하나요?,Who is eligible for 장애인연금 and what does it provide?
장애인지원_08.html,장애아 보육료 지원,294,장애인지원,장애아 보육비 지원 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the 장애아 보육비 지원 service?
장애인지원_11.html,발달장애인 가족휴식 지원,297,장애인지원,발달장애인 가족휴식 지원은 누구에게 제공되나요?,Who is eligible for the support for family relaxation for individuals with developmental disabilities?
장애인지원_14.html,장애아 방과후 보육료 지원,300,장애인지원,"장애아동 방과후 보육료 지원의 대상은 누구이며, 얼마의 지원이 제공되나요?",Who is eligible for the 장애아동 방과후 보육료 지원 and what is the amount of support provided?
장애인지원_17.html,특수교육대상자 치료지원 서비스,303,장애인지원,특수교육대상자 치료지원 서비스는 누구를 대상으로 하며 어떤 서비스를 제공하나요?,Who is eligible for the special education support service and what are the services provided?
장애인지원_20.html,장애인 정보화교육,306,장애인지원,'장애인을 위한 정보화 교육' 서비스의 대상과 내용은 무엇인가요?,What is the target and content of the service '장애인을 위한 정보화 교육'?
장애인지원_23.html,중증장애인 직업재활 지원,309,장애인지원,중증장애인 직업재활 지원을 받을 수 있는 대상은 누구인가요?,Who is eligible for the vocational rehabilitation support for severe disabilities?
장애인지원_26.html,장애인생산품 판매시설,312,장애인지원,장애인생산품 판매시설 서비스의 대상과 내용은 무엇인가요?,What is the target and content of the 장애인생산품 판매시설 service?
장애인지원_29.html,중증장애인확인서 발급,315,장애인지원,"중증장애인확인서 발급 대상은 누구이며, 이 인증서의 목적은 무엇인가요?",Who is eligible for the issuance of Severe Disability Confirmation Certificate and what is the purpose of the certificate?
장애인지원_32.html,장애인 직업능력개발 운영,318,장애인지원,장애인 직업능력개발 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the 장애인 직업능력개발 서비스?
장애인지원_35.html,장애인고용 시설장비 융자·무상지원,321,장애인지원,장애인 고용을 위한 시설장비 융자와 무상지원 서비스를 받을 수 있는 대상은 누구인가요?,Who is eligible for the facility equipment loan and free support for disabled employment?
장애인지원_38.html,보조공학기기 지원,324,장애인지원,"누가 이 지원을 받을 수 있고, 이 서비스의 내용은 무엇인가요?",Who is eligible for the support and what is the content of the service?
장애인지원_41.html,장애인 창업점포 지원사업,327,장애인지원,장애인 창업점포 지원사업은 누구에게 지원되며 어떤 지원을 제공하나요?,Who is eligible for the 장애인 창업점포 지원사업 and what does it provide?
장애인지원_44.html,장애인 의료비 지원,330,장애인지원,지원받을 수 있는 대상과 내용은 무엇인가요?,Who is eligible for the support and what does it cover?
장애인지원_47.html,장애정도 심사 검사비 지원,333,장애인지원,지원 대상은 누구이며 어떤 내용을 포함하나요?,Who is eligible for the support and what does it cover?
장애인지원_50.html,장애 입양 아동 의료비 지원,336,장애인지원,지원 대상은 누구이며 어떤 비용이 지원되나요?,Who is eligible for the support and what expenses are covered?
장애인지원_53.html,발달재활 서비스,339,장애인지원,발달재활 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the 발달재활 서비스?
장애인지원_56.html,장애친화 건강검진,342,장애인지원,장애인과 노인을 위한 편리한 건강검진의 대상과 내용은 무엇인가요?,What is the target and content of the health check-up service for disabled individuals and the elderly?
장애인지원_59.html,장애인 활동지원,345,장애인지원,장애인을 위한 활동지원 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the 장애인을 위한 활동지원 서비스?
장애인지원_62.html,여성장애인 가사도우미 파견,348,장애인지원,이 서비스의 대상은 누구이며 어떤 지원을 제공하나요?,Who is the target of the service and what does it provide?
장애인지원_65.html,장애인 거주시설 이용,351,장애인지원,장애인 거주시설을 이용하는 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the service for using disabled residential facilities?
장애인지원_68.html,무료 법률구조 제도,354,장애인지원,무료 법률구조 지원은 누구를 대상으로 하며 어떤 내용을 포함하고 있나요?,Who is eligible for the free legal aid system and what does it cover?
장애인지원_71.html,장애인 자동차 표지 발급,357,장애인지원,"장애인 자동차 표지 발급을 신청할 수 있는 대상은 누구이며, 표지의 목적은 무엇인가요?",Who is eligible to apply for the issuance of a disability car sign and what is the purpose of the sign?
장애인지원_74.html,장애인 상속세 상속공제,360,장애인지원,장애인 상속세 공제를 받을 수 있는 대상은 누구인가요?,Who is eligible for the inheritance tax deduction for disabled individuals?
장애인지원_77.html,장애인보조기기 부가가치세 영세율 적용,363,장애인지원,장애인보조기기 부가가치세 영세율 적용의 대상은 누구인가요?,Who is eligible for the application of the reduced value-added tax rate for assistive devices for people with disabilities?
장애인지원_80.html,장애인 체육시설,366,장애인지원,"지원 대상은 누구이며, 서비스 내용은 무엇인가요?",Who is eligible for the support and what are the contents of the service?
청소년청년지원_03.html,가정위탁아동 지원,372,청소년청년지원,가정위탁아동 지원 서비스의 대상과 내용은 무엇인가요?,What is the target and content of the Foster Child Support service?
청소년청년지원_06.html,아동발달지원계좌,375,청소년청년지원,아동통장 후원 지원 서비스의 대상과 내용은 무엇인가요?,Who are the targets and what are the contents of the 아동통장 후원 지원 service?
청소년청년지원_09.html,청소년치료재활센터,378,청소년청년지원,청소년치료센터의 대상과 내용은 무엇인가요?,What are the target and contents of the 청소년치료센터?
청소년청년지원_12.html,학교 밖 청소년 건강검진,381,청소년청년지원,'학교 밖 청소년 건강검진 받는 방법' 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the '학교 밖 청소년 건강검진' service?
청소년청년지원_15.html,청소년 인터넷·스마트폰 과의존 예방 및 해소 지원,384,청소년청년지원,청소년을 위한 인터넷과 스마트폰 과의존을 예방하고 해소하기 위한 서비스의 대상과 내용은 무엇인가요?,What is the target and content of the service for preventing and resolving internet and smartphone overdependence among teenagers?
청소년청년지원_18.html,청소년상담 1388,387,청소년청년지원,청소년 상담 1388 서비스의 대상 연령 그룹과 다루는 문제 유형은 무엇인가요?,What is the target age group and the types of issues addressed in the Adolescent Counseling 1388 service?
청소년청년지원_21.html,청소년 국제교류,390,청소년청년지원,청소년 국제교류 서비스의 대상과 내용은 무엇인가요?,What is the target and contents of the 청소년 국제교류 서비스?
청소년청년지원_24.html,이주배경청소년 지원,393,청소년청년지원,이주배경 청소년을 위한 지원의 대상과 내용은 무엇인가요?,What is the target and content of the support for immigrant background youth?
청소년청년지원_27.html,급식비 지원,396,청소년청년지원,"누가 급식비 지원을 받을 수 있고, 어떤 내용을 포함하나요?",Who is eligible for the school meal support and what does it cover?
청소년청년지원_30.html,학교 우유급식,399,청소년청년지원,학교에서 우유 제공 서비스의 대상 학생들과 내용은 무엇인가요?,Who are the target students and what is the content of the school milk provision service?
청소년청년지원_33.html,HPV 국가예방접종 지원사업,402,청소년청년지원,HPV 예방접종 지원사업의 대상과 내용은 무엇인가요?,What are the target and contents of the HPV 예방접종 지원사업?
청소년청년지원_36.html,우수고등학생 해외유학 장학금,405,청소년청년지원,우수 고등학생들을 위한 해외유학 장학금의 대상과 내용은 무엇인가요?,What are the eligibility criteria and support provided by the 'Scholarships for Outstanding High School Students Studying Abroad'?
청소년청년지원_39.html,이공계 우수학생 국가장학사업,408,청소년청년지원,이공계 우수학생 국가장학사업의 대상과 내용은 무엇인가요?,What are the target and contents of the 이공계 우수학생 국가장학사업?
청소년청년지원_42.html,인문100년 장학금,411,청소년청년지원,대학생을 위한 인문100년 장학금의 대상과 내용은 무엇인가요?,What are the target and contents of the 대학생을 위한 인문100년 장학금?
청소년청년지원_45.html,푸른등대 기부장학사업,414,청소년청년지원,'대학 재학생들을 위한 생활비 지원 프로그램'의 대상과 내용은 무엇인가요?,What are the target and contents of the '대학 재학생들을 위한 생활비 지원 프로그램'?
청소년청년지원_48.html,"대학생 연합생활관(은행권, 고양)",417,청소년청년지원,은행권 대학생 연합생활관(고양)의 대상과 내용은 무엇인가요?,"What are the target and contents of the University Student Dormitory (Bank, Goyang)?"
청소년청년지원_51.html,일반 상환 학자금 대출,420,청소년청년지원,"일반 학자금 대출은 누구에게 지원되며, 서비스의 내용은 무엇인가요?",Who is eligible for the general repayment student loans and what are the contents of the service?
청소년청년지원_54.html,경제적 배려대상자 지원,423,청소년청년지원,경제적으로 어려운 사람들을 위한 지원의 대상은 누구이며 내용은 무엇인가요?,Who are the target and what is the content of the welfare support for economically disadvantaged individuals?
취업지원_01.html,실업급여,426,취업지원,"실업급여를 받을 수 있는 대상은 누구이며, 서비스의 내용은 무엇인가요?",Who is eligible for unemployment benefits and what are the contents of the service?
취업지원_04.html,국민취업지원제도,429,취업지원,국민취업지원제도에서 제공하는 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the service provided by the 국민취업지원제도?
취업지원_07.html,자활근로,432,취업지원,자활근로 참여하기 서비스의 대상은 누구이며 어떤 내용을 제공하나요?,Who is eligible for the 자활근로사업단 service and what does it provide?
취업지원_10.html,청년내일저축계좌,435,취업지원,'청년을 위한 저축 계좌' 서비스의 대상과 내용은 무엇인가요?,Who is eligible for the '청년내일저축계좌' service and what are its contents?
취업지원_13.html,여성 경제활동 촉진 지원사업,438,취업지원,여성 경제활동 촉진을 위한 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the service for women's economic activity promotion?
취업지원_16.html,여성기업 확인서 발급,441,취업지원,여성기업 확인서 발급받기 서비스의 대상과 내용은 무엇인가요?,What is the target and contents of the 여성기업 확인서 발급 service?
취업지원_19.html,중장년 기술창업센터 지원,444,취업지원,"지원 대상은 누구이며, 서비스의 내용은 무엇인가요?",Who is eligible for the support and what are the contents of the service?
취업지원_22.html,고령자 계속고용장려금,447,취업지원,고령근로자 지원금은 누구에게 지원되며 근로자 1인당 얼마의 지원금이 제공되나요?,Who is eligible for the Continued Employment Incentive for Elderly Workers and what is the amount of support provided per worker?
취업지원_25.html,현장실습 기업현장 교육지원,450,취업지원,기업에서 제공하는 현장실습 교육지원의 대상은 누구인가요?,Who is the target of the support for on-site training at company sites?
취업지원_28.html,중앙취업지원센터 운영,453,취업지원,이 서비스의 대상은 누구이며 어떤 지원을 제공하나요?,Who is the target of the service and what does it provide?
취업지원_31.html,산업계 주도 청년 맞춤형 훈련,456,취업지원,'산업계에서 청년들을 위한 맞춤형 훈련'의 대상과 내용은 무엇인가요?,What is the target and content of the '산업계에서 청년들을 위한 맞춤형 훈련'?
취업지원_34.html,해외취업 지원,459,취업지원,해외취업 지원 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the overseas employment support service?
