question,total_token_counts
제 아이가 학교에서 어려움을 겪고 있고 도움이 필요해요,3514
저는 오랜 시간 일하고 있고 제 아이는 방과 후에 안전한 장소에서 공부할 곳이 필요해요,1294
저는 사설 영어 과외에 돈을 내기 힘든데 영어 실력을 향상시키고 싶어요,4628
나는 최근에 새로운 도시로 이사를 왔는데 취업을 찾는 데 어려움을 겪고 있어,3891
나는 싱글 부모이고 일하는 동안 아이를 돌볼 돌봄 시설에 대한 비용을 감당하기가 어려워,3457
최근 만성 질병이 진단되어 의료 비용이 부담스러워지고 있어,2882
나는 고정 소득으로 생활하고 있는 노인이지만 식품과 공공요금 같은 기본 생활비를 감당하기가 어려워,2225
나는 장애가 있어 대중 교통 수단을 이용하기가 어려워,3102
"저는 최근에 북한에서 남한으로 온 신청자이고, 취업을 도와 줄 필요가 있습니다",1953
"제가 사업주인데 북한 탈북자를 고용하고 싶지만, 금전적인 지원이 필요합니다",1535
"6개월 이상 동일한 회사에서 일하고 있는데, 혜택이나 도움을 받을 수 있는 방법이 있을까요?",1912
저는 북한 탈북자로 안정된 일자리를 찾는 데 어려움을 겪고 있습니다,1886
"정부가 북한 탈북자들의 취업을 돕는 서비스가 있다고 들었는데, 그에 대해 더 알고 싶습니다",1481
저는 자녀들을 부양하기 힘들어하는 싱글맘입니다,3318
저는 졸업한 지 얼마 되지 않은 대학 졸업생인데 취업을 찾느라 힘들고 있습니다,2474
저는 혼자 사는 노인이고 음식 만들고 청소 같은 일상 생활에 어려움을 겪고 있습니다,2292
저는 신체적으로 제한이 있는 장애인이고 움직임과 독립에 어려움을 겪고 있습니다,2781
저는 소득이 적어 월세를 낼 돈이 필요합니다,2234
최근에 북한에서 도망쳐난 상태예요,1873
"저는 싱글맘이고, 제 아이와 함께 살 만한 저렴한 주거 공간을 찾는 데 어려움을 겪고 있어요",7478
"저는 장애를 가진 사람이고, 접근성 시설이 갖춰진 적합한 주택을 찾는 데 도움이 필요해요",2381
생활비가 어려워져서 월세를 지불하는 데 도움이 필요해요,2800
"팬데믹으로 인해 일자리를 잃어버렸고, 이제 주거를 유지하기 어려운 상황이에요",1579
"최근에 북한에서 이탈해서 한국에 도착했는데, 법적 절차와 서류들에 대해서 헷갈리고 당황스러워요",1567
저희 이웃 할머니가 청구서를 감당하기 힘들어하고 재정적으로 어려움을 겪고 있는 것 같아요,1654
저는 체력 장애가 있어서 이동에 어려움을 겪고 있어요,2190
저는 두 자녀를 가진 싱글 부모이고 생활비를 맞추기 힘듭니다,3968
"최근에 일자리를 잃었고, 저축도 없어요",2404
나는 수년 동안 시끄러운 공장에서 일하고 있어서 이제 귀에 문제가 생겼어요,3686
"저희 노인 어머니가 홀로 살고 있고, 관절염 때문에 집 안에서 움직이기 힘들어해요",1980
"최근에 일자리를 잃었고, 생계 유지에 어려움을 겪고 있어요",3965
저는 신체적인 장애가 있어서 요리하고 청소와 같은 일을 도움이 필요해요,2564
제 아들이 행동 문제를 겪고 학교에서 어려움을 겪고 있어요,3360
상담 수신자 일자리를 잃어서 안정적인 주거를 찾기 힘들어요,1806
상담 수신자 최근에 학대 관계에서 벗어났고 다시 시작할 도움이 필요해요,1828
상담 수신자 저는 장애인이고 일상 생활 도움이 필요해요,2338
상담 수신자 저는 한부모이고 아이 돌봄에 도움이 필요해요,4238
상담 수신자 저는 노인이고 외로움과 고립감을 느끼고 있어요,2879
"상담 받기 전, 저는 최근에 감옥에서 출소했어요",1499
"제가 장애를 가지고 있는데, 일상생활 활동에 지원이 필요합니다",2769
저는 싱글 부모이고 가족을 위해 노력하고 있지만 어려움을 겪고 있어요,3564
제가 일자리를 잃어버렸고 취업에 도움이 필요해요,1738
저는 정신 건강 문제를 겪고 있어서 누군가와 이야기할 필요가 있어요,2256
저는 아이들을 위한 저렴한 주거를 찾는 싱글맘입니다,3430
최근에 일자리를 잃어 기초 생활비를 지원받을 필요가 있습니다,1716
"혼자 사는 노인으로서, 요리와 청소와 같은 일상적인 도움이 필요합니다",2485
장애가 있어 삶의 질을 향상시키기 위해 특수 장비가 필요합니다,2697
제가 저소득 가정 출신 학생이라 교육비 지원이 필요합니다,2608
저소득 싱글맘인데 아이들을 경제적으로 지원하기 힘들어요,4088
독신 노인인데 요리와 청소 같은 일상적인 일에 어려움을 겪고 있어요,1837
최근 회사의 구조조정으로 일자리를 잃었고 취업에 어려움을 겪고 있어요,2406
일상 생활활동과 의료 관리에 도움이 필요한 장애인이에요,2867
최근 이민 왔는데 언어 학습과 사회통합에 도움이 필요해요,1546
내가 직장을 잃고 의료비를 갚기가 어렵다,1655
나는 최근에 장애를 얻어 의료 치료비를 감당하기가 어렵다,1967
"나는 가정 폭력의 피해자이며, 의료비를 위한 재정적 지원이 필요해",1396
"소득이 한정되어 있는 노인이며, 의료 비용을 갚기가 어렵다",2267
"가족 중 한 명이 오랜 기간 동안 입원 중이고, 의료비가 너무 부담스럽다",2515
1년 이상 광업 산업에서 일하면서 건강 문제가 생겼어요,3485
최근에 일할 능력에 영향을 주는 장애를 알게 됐어요,3921
일하면서 다쳐서 일을 계속하는 데 영향을 받고 있어요,2699
아이가 고등학교에 입학할 예정이고 경제적 부담이 걱정돼요,3504
일이 건강에 미치는 영향을 정확히 평가하기 위해 자세한 건강 진단을 받아야 해요,4217
최근에 일자리를 잃었고 건강 관리 비용을 감당하는 데 어려움을 겪고 있어요,1860
부모님이 점점 노화되셔서 돌봄이 필요한 상황이에요,3509
저는 장애가 있어서 대중 교통을 이용하기가 점점 어려워지고 있어요,2967
저는 싱글 부모이고 지출을 조정하기 힘들어지고 있어요,2580
최근에 자연재해를 경험했고 집이 심각하게 손상되었어요,2333
"지정 개발제한구역에 살고 있는데, 월급이 2021년 도시 가구 평균 이하인데요",2046
"교육비, 전기세, 건강 보험료 및 기타 생활 비용을 감당하기 힘들어요",1878
지정 개발제한구역 거주민으로 일상 생활 비용을 충당하기가 어려워요,2965
"저는 재정적으로 제한된 자원을 갖고 있고, 생활비로서의 수도, 의료 보험 및 정보/통신 비용에 재정적 지원이 필요해요",6049
"개발 제한 구역으로 지정된 지역에 거주하고 있는데, 수입이 도시 가구 평균 이하인 상황입니다",2398
최근에 새로운 나라로 이사왔는데 건강 보험이 없어서 걱정이에요,2707
팬데믹으로 인해 일자리를 잃어서 지금은 어떤 의료비도 갚을 수 없어요,1633
저는 노숙인이고 건강 문제로 고민하고 있어요,2473
저는 난민으로 이 나라에 도착했고 아이가 의료 도움이 필요해요,1696
저는 외국인 근로자이고 건강 보험이 없어요,4966
"저는 최근에 작은 사업을 시작했는데, 예기치 않은 사고나 손상으로 인한 잠재적인 재정적 손실에 대해 걱정입니다",2726
"저는 홍수나 지진과 같은 자연재해가 자주 발생하는 지역에 살고 있어, 집과 소지품을 보호하고 싶습니다",2482
저는 만성적인 질병을 가지고 있고 꾸준히 의료 치료가 필요합니다,1907
"저는 최근에 새 차를 구입했는데, 사고나 도난 발생 시 보호받길 원합니다",1865
"저는 해외 여행을 계획 중인데, 계획을 방해하거나 높은 비용을 초래할 수 있는 예기치 않은 상황에 대해 걱정되지 않고 싶습니다",5248
최근에 일자리를 잃어서 생활에 어려움을 겪고 있어요,2414
최근에 기분이 매우 좋지 않고 압박감을 느끼고 있어요,2289
차 사고로 상처를 입어서 몸을 회복하기 위해 물리치료가 필요해요,2511
"고령자 부모님이 요리와 청소와 같은 일상 생활에서 도움이 필요하지만, 저는 그럴 수가 없어요",2806
최근에 새 도시로 이사를 왔는데 여기에 친구나 가족이 없어요,3662
"나는 최근에 새로운 도시로 이사를 왔는데, 여기에서 아는 사람이 하나도 없어서 외로움을 느끼고 소외감을 느껴요",1921
"저는 싱글 부모이고, 일과 아이 돌봄 사이의 균형을 맞추기가 어렵습니다",3611
나는 노인이고 혼자 살고 있어요,3757
"나는 신종 코로나 바이러스로 인해 일자리를 잃었고, 새로운 일자리를 찾기가 어렵습니다",2519
"나는 최근 이혼했고, 압도되고 감정적으로 지쳐 있어요",3304
제가 작은 아파트에서 홀로 살고 있는 노인입니다,3846
만성 질병으로 인해 외출하고 사회적으로 교류하는 것이 제한되고 있어요,3155
저는 외진 지역에 살고 있어서 새로운 사람들과 만나는 기회가 많지 않아요,4417
"저는 우울증 진단을 받았고, 자살 시도 이력이 있어요",1878
"최근 은퇴를 했고, 정말 많은 여유 시간이 생겼어요",1871
3세인 아이가 발달 지연 증상이 보입니다,2970
최근에 딸이 감情 및 행동 문제를 보이고 있어요,3712
저는 건강 개선을 위해 맞춤형 운동 프로그램에 참여하고 싶어요,2165
시각 장애를 가진 저는 다양한 근골격계와 신경계 질환을 가지고 있어요,2500
저는 정신 건강 문제로 고민하고 있어 전체적인 치료와 지원이 필요해요,2797
"이 상담말고, 나는 두 자녀를 가진 싱글맘인데, 낮은 수입의 일자리로 생계를 유지하기가 힘들어요",3625
나는 혼자 살고 있는 노인이에요,3149
최근에 일자리를 잃어서 집세와 공과금을 내기가 어려워요,2504
나는 장애인이여서 이동에 특수한 장비와 지원이 필요해요,2872
난 정신 건강에 문제가 있고 상담과 치료가 필요해요,2210
최근에 대학을 졸업하고 첫 직장을 시작했어요,2797
저는 어린 아이들을 키우는 일하는 부모예요,3343
요즘 스트레스와 압박감을 많이 느끼고 있어요,3212
최근에 신체적인 부상을 입어서 움직일 수 있는 능력이 제한되었어요,1782
"저는 은퇴한 사람이고, 활동적이고 사회적으로 연결된 방법을 찾고 있어요",4169
"최근에 55세가 되었고, 약 70억 원 가치의 집을 소유하고 있는데, 앞으로의 금융적 미래에 대해 걱정돼요",2237
"저는 65세 은퇴자이고, 정기적인 의료비가 필요한 건강 문제를 가지고 있어요",2983
저는 혼자 모자라는 엄마입니다,1840
최근에 장애를 가지게 되어 새로운 환경에 적응하는 데 어려움을 겪고 있어요,3252
저는 자금이 부족해서 작은 사업을 시작하고 싶은 젊은 성인입니다,2328
혼자 아이를 키우며 월세를 내기가 힘들어요,3433
최근에 직장을 잃어서 생계 유지에 어려움을 겪고 있어요,2570
제가 장애가 있어서 일상 생활에서 도움이 필요해요,2342
저는 노인이라 의료비를 감당할 수 없어요,2794
자연재해로 인해 집이 손상되었고 수리비에 도움이 필요해요,1638
"나는 퇴직을 앞두고 있는데, 재무 관리와 퇴직 준비에 대한 조언이 필요한 것 같아요",5148
"최근에 일자리를 잃어버렸는데, 금전적으로 도움을 받을 수 있는 지원이 무엇인지 잘 모르겠어요",1593
"저는 장애가 있고, 취업을 도와주는 프로그램이나 서비스를 찾고 있어요",2822
"제 아이가 최근에 학습 장애로 진단받았는데, 학교에서 성공할 수 있도록 도와줄 자원을 찾고 있어요",3753
"저는 혼자 양육하고 있는데, 어려운 상황에서 돈이 많이 부족해요",1568
나 최근에 은퇴했어요,1783
나는 노인이고 일주일에 여유 시간이 좀 있어요,2908
"나는 동작이 장애인이고 일하고 싶은데, 내 요구에 맞는 일자리를 찾기가 어려워요",2469
"나는 많은 경험과 기술을 갖고 있지만, 나이 때문에 고용주들이 망설여질 때가 많아요",3374
나는 나만의 비즈니스를 시작하고 싶어요,4461
최근에 은퇴해서 집에서 조금 심심한 기분이 들어요,4789
부모님이 나이가 들면서 고립되고 있는 것 같아요,3984
남편이 최근 수술로 인해 활동이 제한되고 집을 못나가요,1913
최근에 새로운 도시로 이사왔는데 외로운 기분이에요,4137
항상 새로운 것을 배우는 게 흥미로워요,3598
최근에 일자리를 잃어서 새로운 일을 찾는 게 어려워요,2212
제가 장애가 있어서 일상 생활에서 도움이 필요해요,2342
저는 싱글 부모이고 생활을 근사하게 유지하기 힘들어요,1936
제 건강을 좋게 하려고 하는데 체육관 멤버십을 감당할 수 없어요,1074
저는 노인이고 외로움을 느끼고 있어요,3195
어르신이세요,3014
"최근에 은퇴했고, 새로운 취미를 찾고 있어요",4708
"제 할머니는 음악과 춤을 좋아하시는데, 저렴한 문화 활동에 참여할 수 있는 방법이 없어요",1483
"지역 문화 행사에 참여하고 싶은데, 어떻게 시작해야 할지 모르겠어요",1380
전통 예술과 공예에 관심이 있어요,1967
65세 남성인데 최근에 자주 기억을 잊어버리는 경우가 많아져서 걱정이 돼요,2721
제 할머니가 기억력 상실과 혼돈감을 보이고 있어요,1708
최근에 60세가 돼서 기억력에 변화가 있다는 것을 느끼고 있어요,1774
혼자 사는 노인 고모가 최근에 자주 기억을 잊어버리고 있어요,2158
아버지가 기억력 상실 증상을 보이고 일상생활에 영향을 받고 있어요,2235
저는 생계 유지에 어려움을 겪는 싱글 부모입니다,2219
최근 눈에 문제가 있어 무언가 심각한 것일까 걱정됩니다,2484
최근 60세가 되었고 시력 문제가 있습니다,1718
저는 저소득층이라 정기적인 안과 검진을 할 수 없습니다,2838
시력이 저하된 가족 구성원이 있고 안료 비용을 도움 받아야 합니다,2909
어른이 되어서 치아를 모두 잃어버렸어요,3077
"저는 65세 이상이고 아직 일부 치아가 남아있지만, 상태가 좋지 않아요",3103
"저는 저소득층이고, 치아가 빠져서 이에 대한 치료비를 감당할 수가 없어요",1967
"저는 장애인이고, 제 상태 때문에 구강 위생을 유지하는 게 어려워요",1842
제 움직임이 제한되어 있어서 치과에 가서 치아 관련 문제를 해결하기가 힘들어요,1375
"저는 한 부모로 살면서 생계를 유지하기가 어렵고, 아이의 영양에 대해 걱정하고 있어요",1619
저는 최근에 일자리를 잃어 의료비를 감당하기가 힘들고 있어요,1796
"저는 독거노인으로 혼자 사는데, 집에서의 안전에 대해 걱정하고 있어요",1838
저는 최근에 장애가 생겨 일상 생활에 도움이 필요해요,2280
저는 소득이 적어서 공과금을 지불하는 것이 힘들어요,4121
"저는 경제적으로 힘들어하는 싱글 부모이고, 치과 치료가 필요한 아이가 있어요",2140
최근에 일자리를 잃어 일상 생활 비용을 감당하기 힘들어요,2695
"저는 기동성이 제한된 노인이고, 집을 더 접근하기 쉽게 개조해야 해요",3905
"저는 장애인이고, 이동을 위해 휠체어가 필요해요",2785
"정신 건강 문제를 겪고 있고, 상담을 받고 싶지만 수수료를 감당하기 어려워요",2197
최근에 일자리를 잃었고 생활비를 감당하기 어렵습니다,1464
요즘 기분이 매우 우울하고 불안합니다,2457
노인 부모님이 혼자 살고 있어서 걱정돼요,2637
제가 장애를 가지고 있어서 적합한 일자리를 찾는 게 어렵습니다,2006
"최근에 이 나라로 이민 왔는데, 아무도 모르는 상황이어서 어렵습니다",1515
최근 다리를 다쳐서 요리하고 청소와 같은 일상적인 일에 어려움을 겪고 있어요,2005
제 노인 어머니가 홀로 살고 자주 외로움과 고립감을 느껴요,1782
저는 저렴한 소득의 한 부모로서 아이들에게 영양가 있는 식사를 제공하는 데 어려움을 겪고 있어요,2152
저는 정신 건강 상태가 진단되어 지원과 안내가 필요해요,2328
저는 교통과 일상 업무 처리에 어려움을 겪는 장애인이에요,3280
나는 홀로 살고 때로는 비상 시에 안전에 대해 걱정이 됩니다,1543
나는 혼자 사는 노인이고 자주 외로움을 느끼곤 해요,3032
나는 움직임에 어려움을 겪는 장애인입니다,1973
나는 생계유지에 어려움을 겪는 저소득자입니다,4172
나는 장애인 가족을 돌보는 사람입니다,1959
나 최근에 직장을 잃어서 빌을 내는 데 어려움이 있어,2195
나는 장애가 있어서 요리하고 청소와 같은 일상 생활에서 도움이 필요해,3416
내년이자가 시행되었다고 해서 은퇴한 부모님이 기억력 상실을 겪고 있어,3905
나 혼자서 아이를 키우고 있는데 제대로 돌봐줄 수 있는 지원이 있을까?,3107
요즘 기분이 우울하고 압도된 느낌이 들어,2585
저는 연금수령자이고 교통비 지출에 어려움을 겪고 있어요,3657
저는 은퇴한 사람인데 문화 활동은 좋아하지만 입장료를 감당할 수 없어요,4402
저는 고정소득으로 혼자 사는 어르신인데 건강 보험료가 부담스러워요,2575
저는 저소득자로 꾸준히 월세금을 지불하기 어려워요,2850
"저는 어르신 복지시설에서 생활하고 있는데, 유틸리티 요금을 혼자 내기 어렵습니다",1307
"최근에 법적 문제가 있었는데, 어떻게 해야 할지 모르겠어",2208
"이웃이 나를 협박하고, 안전하지 않은 느낌이 들어",2404
이혼을 결정했는데 법적 절차에 대해서는 전혀 모르겠어요,1430
정부로부터 공문을 받았는데 그 의미를 이해하지 못해요,1551
사업을 시작하고 싶은데 법적 조언이 필요해요,2949
"최근에 작은 도시로 이사를 왔는데, 어디서 법률 상담을 받을지 잘 모르겠어요",2324
경제적으로 곤란하게 되어 복지 제도를 이해하는 데 도움이 필요해요,4881
"최근에 직장에서 다쳤는데, 제 권리가 무엇인지 잘 모르겠어요",2761
노인 부모님의 의료 결정을 도와주는 지원이 필요해요,2629
"제 아이가 학교에서 괴롭힘을 당하고 있는데, 어떻게 대처해야 할지 잘 모르겠어요",2754
한국으로 최근 이사를 와서 법과 규정에 익숙하지 않아요,2244
저는 10대이고 권리를 더 잘 이해하고 싶어요,2629
저는 장애가 있어서 제 권리를 보호하고 평등한 기회를 보장하는 법률에 대해 더 알고 싶어요,2555
저는 다문화 가정의 단 한 부모입니다,1493
저는 경제적으로 어려움을 겪고 있어요,2515
"최근에 새로운 동네로 이사를 왔는데, 현지 법률에 대해 잘 모르겠어요",2488
제 노인 부모님들이 정부 보조금에 접근하기 어려워하고 있어요,2515
"저는 범죄의 피해자이며, 법적으로 어떤 조치를 취해야 할지 잘 모르겠어요",2198
제 아이가 장애를 가지고 있어서 특수 교육 서비스의 복잡한 제도를 이해하는 데 어려움을 겪고 있어요,4247
"저는 다문화적인 배경에서 왔고, 때로는 차별이나 오해를 겪을 때가 있어요",1480
최근에 일자리를 잃었고 생계 유지에 고민되고 있어요,1974
저는 독립적으로 살기가 어려운 장애를 가지고 있어요,2701
"저는 싱글 부모이고, 일과 아이 돌봄을 동시에 하는 것에 압도되는 느낌이 자주 들어요",3388
"저는 최근 은퇴했고, 외로움을 많이 느끼고 있어요",4163
저는 대학교를 입학한 지 얼마 되지 않은 젊은 성인입니다,3693
나 방금 일자리를 잃어버렸어,1456
나 최근에 이혼했어,4418
내 아버지가 돌아가셨어,3642
"나는 가정 폭력의 피해자로, 억제 명령을 받기 위한 도움이 필요해",1685
처음으로 참여한 교통사고로 인해 보험 청구 방법을 잘 모르겠어,2058
나는 지금 재정적으로 고생하고 있어,2526
최근에 일자리를 잃어서 청구서를 낼 수가 없어,1629
"만성 질병이라는 진단을 받았고, 의료비 지출을 관리하는 데 도움이 필요해",2392
나는 싱글 부모이고 생계유지하기 어려워,3593
어려움을 겪고 계신 노인 부모님께서 기본적인 생활비를 지불하기 어려워하고 계셔요,2189
대여한 아파트의 보증금에 관해 부동산주인과 분쟁이 생겼어요,1756
"상가 임대 계약이 곧 만료되는데, 새로운 장소를 찾기에 더 많은 시간이 필요해요",2850
전세 건물의 유지보수와 수리에 관해 부동산주인과 문제가 생겼어요,1380
"최근에 집을 임대했는데, 부동산주인이 임대 계약을 갱신하려 하지 않고 있어요",3719
전세 계약 기간에 관해 부동산주인과 의견 충돌이 있어요,2145
최근에 일자리를 잃어버렸고 생활이 어려워졌어요,2203
저는 장애가 있어 일상 생활에 도움이 필요해요,2342
저는 싱글 부모이고 어린이 돌봄을 제대로 할 수 없을만큼 돈이 부족해요,3927
최근 만성 질병이 발견되어 건강 관련 비용이 걱정돼요,2311
저는 노인이고 가족이 근처에 없어 혼자 사는데 집안일을 도와주는 서비스는 없을까요?,2979
자영업자인데 전통적인 금융 기관에서 대출을 받기가 어려워요,2016
신용점수가 낮아서 금융 서비스를 이용하기가 힘들어요,2807
자영업자인데 비즈니스를 시작하거나 향상시키기 위해 자금이 필요해요,3317
등록되지 않은 사업주인데 저는 소액의 자금이 필요해요,3189
"긴급한 자금이 필요한데, 소기업주이기도 하고 동시에 금융 지원이 필요해요",3306
저는 빚 상환에 어려움을 겪고 있어서 재정적인 지원이 필요합니다,3143
신용점수가 낮아서 낮은 이자율로 대출을 원합니다,2907
빚을 잘 관리하고 상환 계획을 세우는 데 도움이 필요합니다,1936
작은 금액의 대출을 원하지만 신용 이력이 좋지 않습니다,2512
낮은 이자율로 대출을 받고 싶은데 어떤 옵션을 추천해주실 수 있나요?,2554
저는 생활비를 마련하기 힘든 싱글 부모입니다,2291
최근에 일자리를 잃어서 새로운 일자리를 찾기 어렵습니다,1741
제가 일 전체를 할 수 없는 장애가 있습니다,2437
"저는 저소득 가정의 학생이며, 교육비를 지불하기 힘들고 있습니다",3174
혼자 사는 노인으로서 저의 연금은 제 모든 요구를 충당하기에 충분하지 않습니다,2284
나는 사업 확장을 위해 자금을 구하는 데 어려움을 겪고 있는 자영업자입니다,2609
저의 소득이 낮고 일상 생활비를 지원받기 위해 금융 지원이 필요합니다,1395
높은 이자를 지닌 빚에 시달리고 있으며 이를 합치기 위한 도움이 필요합니다,3369
직접 사업을 시작할 계획이지만 필요한 자금이 부족합니다,2823
일시적인 재정 위기를 겪고 있으며 즉시 발생하는 지출을 위해 소액 대출이 필요합니다,2415
최근에 대학을 졸업했는데 취업을 찾기 힘들고 있어요,2805
제 아들이 대학에 다니고 있는데 등록금을 감당하기 어려워요,3020
작은 회사에서 입사한지 얼마 안 되었는데 새로운 급여로 지출 관리가 어려워요,3571
저는 최근에 졸업했고 높은 학위를 취득하고 싶은데 등록금을 내기에는 저축이 충분하지 않아요,2494
저는 젊은 사업가이고 내 소규모 사업을 키우기 위해 재정적인 지원이 필요해요,4514
최근에 직장을 잃어버렸고 생활을 이어나가기 힘들어요,2097
소득이 적어서 의료비를 감당하기 어려워요,1656
장애가 있어서 일상 생활을 돕는데 도움이 필요해요,1890
부모로서 일하고 있지만 저렴한 육아 지원이 필요해요,2369
학생인데 교육에 대한 재정 지원이 필요해요,1834
수입이 적고 금전적 도움이 필요해,3656
빚에 고민하고 있고 신용 점수가 좋지 않아요,2853
수입이 적은 젊은 사람인데 금융 시스템에서 자신을 꾸려가기 위해 대출을 받고 싶어요,2027
장기간에 걸쳐 정부 지원 금융 서비스를 사용했고 이제 본격적인 은행 업무로 전환하고 싶어요,2408
의도치 않은 비용을 충당하기 위해 작은 대출이 필요한데 신용 이력이 좋지 않아요,2523
저는 신용점수가 낮고 신용카드를 소지하고 있지 않아요,2472
신용점수가 낮아서 신용카드를 받기가 어려워요,3381
신용점수가 낮은 사람으로써 적합한 금융 상품을 찾기가 어려워요,2299
"신용점수가 낮아서 신용카드를 받기 어렵지만, 지난 6개월 동안 신뢰할만한 상환 기록이 있습니다",3052
"신용카드가 없고, 신용점수가 평균 이하입니다",2785
"얼마 전에 일자리를 잃었고, 새로운 일을 찾는 데 어려움을 겪고 있어요",1869
"가족이 재정 위기를 겪고 있고, 기본 생활 필수품을 구매할 수 없어요",2023
저는 장애가 있어 일상 생활에서 지원이 필요해요,2273
"제가 저소득 단독 부모이고, 아이 돌봄에 어려움을 겪고 있어요",4375
"저는 노인이고, 외로움을 느끼고 있어요",3196
최근에 일자리를 잃었고 생활비를 감당하기 힘들어요,1465
"저는 장애를 가진 아이가 있는데, 그들의 의료비를 위해 재정적 지원이 필요해요",1657
"저는 싱글 부모이고, 어린이 돌봄비에 대한 도움이 필요해요",4242
"저는 곧 결혼을 하는데, 결혼 비용에 대한 재정적 지원이 필요해요",3159
노인 부모님들을 돌보기 위한 비용이 부담스러워요,1621
작은 회사를 운영하고 있어요,2172
"저는 소규모 상점을 운영하고 있는 자영업자인데, 자금 부족으로 사업 관리에 어려움을 겪고 있어요",2237
"은행에서 대출을 받아야 하는데, 담보물이 적어서 어려움을 겪고 있어요",2483
"저는 특정 업종에서 소규모 사업을 운영하고 있는데, 사업 확장을 위해 재정 지원이 필요해요",4850
